Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity
₹3.0 Cr,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,160sqyrd,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Chittaranjan Park Block K, New Delhi - South, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹50.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,850,Delhi Development Authority DDA,DDA Freedom Fighter Enclave,3 (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,"Mosaic, Vitrified, Ceramic Tiles, Granite",24 Hours Available,No/Rare Powercut
₹1.57 Cr,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,630,,,1 (Out of 4 Floors),New Property,Ready to Move,,"khasra no.7 ghitorni mcd school lane, Ghitorni, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut
₹68.0 Lac,2 ,2Beds,2Baths,,,900,,,3 (Out of 5 Floors),New Property,Ready to Move,,"New Delhi, Lajpat Nagar 1, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹95.0 Lac,2 ,2Beds,2Baths,1Balcony,,80sqyrd,,,4 (Out of 4 Floors),New Property,Ready to Move,,"80 sqyd top  floor with roof right sector 10 Dwarka, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Wooden,,
₹1.40 Cr,2 ,2Beds,2Baths,,,900,Delhi Development Authority DDA,DDA Flats Sector E Pocket 2,1 (Out of 4 Floors),Resale,Ready to Move,,"Sector - E, Vasant Kunj, New Delhi - 70, Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,Vitrified,,
₹5.75 Cr,3 ,3Beds,2Baths,2Balconies,1 Covered Parking,500sqyrd,Cooperative Group Housing Society,Kailash Apartments,2 (Out of 3 Floors),New Property,Ready to Move,,"F block., Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.90 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,1400,Arya Group,Arya Chittaranjan Park,3 (Out of 4 Floors),Resale,Ready to Move,,"Kalkaji, Delhi South, Delhi., Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹1.80 Cr,3 ,3Beds,3Baths,2Balconies,,135sqyrd,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Kalkaji, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹2.0 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1000,,,1 (Out of 4 Floors),New Property,Ready to Move,,"2., Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Marble",24 Hours Available,No/Rare Powercut
₹1.20 Cr,3 ,3Beds,2Baths,1Balcony,,1100,Manavsthali Co Operative Group Housing Society Ltd.,Manavsthali Apartment,1 (Out of 3 Floors),Resale,Ready to Move,,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut
₹1.30 Cr,2 ,2Beds,2Baths,,,1200,Delhi Development Authority DDA,DDA Green View Apartments,2 (Out of 4 Floors),Resale,Ready to Move,,"sector 19, pocket 2, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,
₹1.20 Cr,3 ,3Beds,3Baths,,,1000,Cooperative Group Housing Society,Karishma Apartment,2 (Out of 4 Floors),Resale,Ready to Move,,"Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,,
₹95.0 Lac,2 ,2Beds,2Baths,,,800,Delhi Development Authority DDA,DDA Pocket B4,3 (Out of 4 Floors),Resale,Ready to Move,,"Pocket-4, mayur vihar-1., Mayur Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Wooden, Normal Tiles/Kotah Stone, Marbonite",24 Hours Available,No/Rare Powercut
₹1.40 Cr,3 ,3Beds,2Baths,,,1200,Cooperative Group Housing Society,Green Valley Apartment,2 (Out of 8 Floors),Resale,Ready to Move,,"New Delhi, Sector 18 Rohini, New Delhi - Rohini, Delhi NCR",Furnished,"Granite, Marble, Wooden, Vitrified, Mosaic",,
₹4.90 Cr,3 ,3Beds,3Baths,3Balconies,2 Covered Parking,1500,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"East Of Kailash, East Of Kailash, New Delhi - South, Delhi NCR",Unfurnished,"Vitrified, Wooden, Marble",24 Hours Available,No/Rare Powercut
₹2.25 Cr,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,1350,,,4 (Out of 4 Floors),New Property,Ready to Move,,"A 23., Ashoka Niketan, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹7.0 Cr,3 ,3Beds,3Baths,4Balconies,,1800,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Hanuman Road, Connaught Place, New Delhi - Central, Delhi NCR",Unfurnished,,,
₹3.0 Cr,3 ,3Beds,3Baths,2Balconies,,208sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"near gurudwara, Hargobind Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹6.45 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,2100,,Defence colony Villas,1 (Out of 3 Floors),Resale,Ready to Move,,"Defence Colony, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹1.05 Cr,2 ,2Beds,2Baths,,,850,Delhi Development Authority DDA,DDA Pink Apartments,2 (Out of 4 Floors),Resale,Ready to Move,,"Sector 18, Dwarka, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹1.70 Cr,3 ,3Beds,2Baths,1Balcony,,1200,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Kailash Apartment, Patparganj, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹4.15 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,2500,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"Ground Floor, GK II, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Vitrified",24 Hours Available,No/Rare Powercut
₹1.38 Cr,2 ,2Beds,2Baths,,,1100,Delhi Development Authority DDA,DDA Janta Flats Jasola,3 (Out of 3 Floors),Resale,Ready to Move,,"Third Floor Sector 7 Jasola, Jasola, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.85 Cr,3 ,3Beds,3Baths,,,1600,Delhi Development Authority DDA,DDA Flats Sarita Vihar,Ground (Out of 4 Floors),Resale,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar Pocket A, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.99 Cr,3 ,3Beds,3Baths,3Balconies,,1800,Build Wick Realty,Build Wick Iconic Homes,6 (Out of 8 Floors),Resale,Ready to Move,,"Dwarka, Sector-4, Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,
₹2.35 Cr,3 ,3Beds,3Baths,3Balconies,,1950,M2K,M2K Victoria Gardens,15 (Out of 19 Floors),Resale,Ready to Move,,"Model Town, New Delhi, Model Town, New Delhi - North, Delhi NCR",Unfurnished,,,
₹58.0 Lac,3 ,3Beds,2Baths,,,850,Delhi Development Authority DDA,DDA Lig Flats,2 (Out of 4 Floors),New Property,Ready to Move,,"A-123., Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,,,
₹5.0 Cr,3 ,3Beds,3Baths,3Balconies,,324sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"1234556., Agcr Enclave, New Delhi - East, Delhi NCR",Unfurnished,"Marble, Granite",,
₹2.25 Cr,3 ,3Beds,4Baths,1Balcony,,1450,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"Gangotri Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹39.0 Lac,2 ,2Beds,2Baths,1Balcony,,800,,,4 (Out of 5 Floors),New Property,Ready to Move,,"ward no-6, Mehrauli, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.20 Cr,2 ,2Beds,2Baths,1Balcony,,1100,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Sheikh Sarai Phase 1, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
₹1.08 Cr,2 ,2Beds,2Baths,,,1100,Delhi Development Authority DDA,DDA Rosewood Apartments,3 (Out of 3 Floors),Resale,Ready to Move,,"dda flat, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,
₹2.20 Cr,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,1250,,,4 (Out of 4 Floors),New Property,Ready to Move,,"g 65 preet vihar, Preet Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹1.75 Cr,3 ,3Beds,3Baths,1Balcony,,160sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,,
₹84.0 Lac,2 ,2Beds,2Baths,1Balcony,,100sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Lajpat Nagar, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.50 Cr,3 ,3Beds,3Baths,2Balconies,,160sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.60 Cr,2 ,2Beds,2Baths,2Balconies,,125sqyrd,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Best location property, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹68.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,720,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.35 Cr,3 ,3Beds,3Baths,2Balconies,,1500,,,Ground (Out of 3 Floors),New Property,Ready to Move,,"Raja Garden, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹1.65 Cr,3 ,3Beds,2Baths,3Balconies,,1400,,,4 (Out of 4 Floors),Resale,Ready to Move,,"Dwarka Sector 23, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Mosaic,,
₹45.0 Lac,2 ,2Beds,2Baths,1Balcony,,600,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Pkt C1, Sector 28 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.50 Cr,3 ,3Beds,2Baths,2Balconies,,1100,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Delhi police apartment, Mayur Vihar 1, New Delhi - East, Delhi NCR",Unfurnished,,,
₹2.75 Cr,3 ,3Beds,3Baths,2Balconies,,1000,,,2 (Out of 3 Floors),New Property,Ready to Move,,"Safdarjung enclave, Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,,,
₹1.42 Cr,2 ,2Beds,2Baths,,,1200,Delhi Development Authority DDA,DDA Flats Sarita Vihar,3 (Out of 4 Floors),Resale,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone",,
₹1.70 Cr,3 ,3Beds,3Baths,2Balconies,,200,Delhi Development Authority DDA,DDA Flats Sarita Vihar,2 (Out of 3 Floors),Resale,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar Pocket L, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Normal Tiles/Kotah Stone, Wooden",6 Hours Available,No/Rare Powercut
₹33.0 Lac,2 ,2Beds,2Baths,1Balcony,,850,,,3 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Paryavaran Complex, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹35.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,850,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Ignou road., Neb Sarai, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone, Wooden",24 Hours Available,No/Rare Powercut
₹1.75 Cr,3 ,3Beds,3Baths,3Balconies,,1500,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Sarita Vihar, New Delhi, Sarita Vihar Pocket A, New Delhi - South, Delhi NCR",Unfurnished,Granite,,
₹1.50 Cr,3 ,3Beds,2Baths,2Balconies,,1250,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Mayur Vihar 2, New Delhi - East, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.90 Cr,3 ,3Beds,3Baths,2Balconies,,1800,,,3 (Out of 3 Floors),Resale,Ready to Move,,"shrestha vihar, New Delhi, Delhi NCR",Semi-Furnished,,,
₹3.20 Cr,3 ,3Beds,3Baths,,1 Covered Parking,1800,Delhi Development Authority DDA,DDA Mandakini Enclave Project,Ground (Out of 3 Floors),Resale,Ready to Move,,"Alaknanda, New Delhi, Kalkaji, New Delhi - South, Delhi NCR",Unfurnished,,2 Hours Available,No/Rare Powercut
₹75.0 Lac,3 ,3Beds,3Baths,,,1200,,,1 (Out of 4 Floors),New Property,Ready to Move,,"freedom fighter colony, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.05 Cr,3 ,3Beds,3Baths,,,1200,Cooperative Group Housing Society,Deluxe Apartment,1 (Out of 4 Floors),Resale,Ready to Move,,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹1.36 Cr,2 ,2Beds,2Baths,,1 Covered Parking,1131,Cooperative Group Housing Society,Princess Park Apartments,6 (Out of 8 Floors),Resale,Ready to Move,,"Dwarka Sector 6, New Delhi, Sector 6 Pocket 1 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,,No/Rare Powercut
₹1.60 Cr,2 ,2Beds,2Baths,2Balconies,,160sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,
₹1.20 Cr,2 ,2Beds,2Baths,1Balcony,,1000,Cooperative Group Housing Society,Mahindra Apartment,1 (Out of 7 Floors),Resale,Ready to Move,,"Vikaspuri, New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹1.40 Cr,3 ,3Beds,3Baths,,1 Covered Parking,1125,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble",24 Hours Available,No/Rare Powercut
₹15.75 Cr,3 ,3Beds,4Baths,3Balconies,,2201,Godrej Properties,Godrej Connaught One,20 (Out of 29 Floors),New Property,,,"shaheed bhagat singh marg, Connaught Place, New Delhi - Central, Delhi NCR",Furnished,,,
₹1.05 Cr,2 ,2Beds,,1Balcony,,1000,Delhi Development Authority DDA,DDA Flats Pocket 3,2 (Out of 2 Floors),Resale,Ready to Move,,"Second, Mayur Vihar 3, New Delhi - East, Delhi NCR",Semi-Furnished,Mosaic,,
₹2.75 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1620,,,4 (Out of 4 Floors),New Property,,,"Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹2.50 Cr,3 ,3Beds,2Baths,2Balconies,,1550,,B1 Vasant Kunj,1 (Out of 3 Floors),Resale,Ready to Move,,"vasant kunj, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,Marbonite,24 Hours Available,No/Rare Powercut
₹2.60 Cr,3 ,3Beds,3Baths,3Balconies,,1950,M2K,M2K Victoria Gardens,6 (Out of 11 Floors),Resale,Ready to Move,,"New Delhi, Model Town, New Delhi - North, Delhi NCR",Semi-Furnished,,,
₹1.35 Cr,3 ,3Beds,2Baths,1Balcony,,1250,Delhi Development Authority DDA,DDA Ekta Gardens,3 (Out of 7 Floors),Resale,Ready to Move,,"New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹2.10 Cr,3 ,3Beds,2Baths,2Balconies,,1000,Delhi Development Authority DDA,DDA Unesco Apartments,5 (Out of 7 Floors),Resale,Ready to Move,2.0,"123., Madhu Vihar-Patparganj, New Delhi - East, Delhi NCR",Semi-Furnished,"Granite, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹1.10 Cr,2 ,2Beds,2Baths,,,1100,Cooperative Group Housing Society,City Apartment,1 (Out of 4 Floors),Resale,Ready to Move,,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹2.70 Cr,3 ,3Beds,3Baths,2Balconies,,184sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Janakpuri, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,,
₹1.85 Cr,3 ,3Beds,2Baths,1Balcony,,1400,,Sukh Sagar Apartment,4 (Out of 7 Floors),Resale,Ready to Move,,"Patparganj, New Delhi - East, Delhi NCR",Unfurnished,,,
₹98.0 Lac,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,1400,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Mangal Bazar, Laxmi Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut
₹2.15 Cr,3 ,3Beds,2Baths,2Balconies,,129sqyrd,,,4 (Out of 4 Floors),New Property,,,"Ashok Niketan, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹1.45 Cr,3 ,3Beds,2Baths,,,1400,,,2 (Out of 4 Floors),Resale,Ready to Move,,"sarita vihar, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.20 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1400,,,,New Property,Ready to Move,,"245., East Of Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Granite",24 Hours Available,No/Rare Powercut
₹1.25 Cr,3 ,3Beds,2Baths,,2 Covered Parking,1350,Delhi Development Authority DDA,DDA Flats,2 (Out of 4 Floors),Resale,Ready to Move,,"Sarita Vihar Pocket J, New Delhi - South, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹42.0 Lac,3 ,3Beds,2Baths,1Balcony,,1000,,,1 (Out of 4 Floors),Resale,Ready to Move,,"B block, Indra Enclave, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.60 Cr,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,1700,Delhi Development Authority DDA,DDA Mandakini Enclave Project,Ground (Out of 4 Floors),Resale,Ready to Move,,"Kalkaji, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,,
₹2.90 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,1800,,,1 (Out of 3 Floors),Resale,Ready to Move,,"abc, Tagore Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Granite",24 Hours Available,No/Rare Powercut
₹5.50 Cr,3 ,3Beds,3Baths,2Balconies,,1953,,,3 (Out of 4 Floors),Resale,Ready to Move,,"A block, Defence Colony, New Delhi - South, Delhi NCR",Unfurnished,,,
₹95.0 Lac,2 ,2Beds,2Baths,,,981,Delhi Development Authority DDA,DDA Meera Apartment,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,,,
₹1.60 Cr,3 ,3Beds,2Baths,2Balconies,,1350,,,6 (Out of 9 Floors),Resale,Ready to Move,,"mayur vihar phase society flat, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹1.10 Cr,3 ,3Beds,2Baths,,,150sqyrd,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"shiv nagar, Shiv Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹77.0 Lac,2 ,2Beds,2Baths,1Balcony,,750,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"Tirvani Apartments, Vasundhara Enclave, New Delhi - East, Delhi NCR",Unfurnished,,,
₹2.30 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1600,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.0 Cr,3 ,3Beds,2Baths,,,900,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, New Delhi, Delhi NCR",Furnished,,,
₹60.0 Lac,3 ,3Beds,3Baths,1Balcony,,1300,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Freedom Fighters Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.06 Cr,2 ,2Beds,2Baths,1Balcony,,1050,East India Earth Movers,East End Apartments,1 (Out of 3 Floors),Resale,Ready to Move,,"East end apartment, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹2.75 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,1500,,,4 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Narain Vihar, New Delhi - West, Delhi NCR",Unfurnished,"Mosaic, Marble",2 Hours Available,No/Rare Powercut
₹2.50 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,1800,,,2 (Out of 3 Floors),Resale,Ready to Move,,"175 Tagore Park Delhi 110009, Tagore Park, New Delhi - North, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹1.80 Cr,3 ,3Beds,2Baths,3Balconies,,1450,Cooperative Group Housing Society,Nagarjuna Apartments,2 (Out of 9 Floors),Resale,Ready to Move,2,"lavishly decorated park facing flat, Mayur Vihar 1, New Delhi - East, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹42.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,650,,,3 (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Neb Sarai, New Delhi - South, Delhi NCR",Unfurnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹1.25 Cr,2 ,2Beds,2Baths,,1 Covered Parking,850,,,3 (Out of 4 Floors),Resale,Ready to Move,,"B block., Lajpat Nagar 1, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.90 Cr,3 ,3Beds,2Baths,1Balcony,,1400,Delhi Development Authority DDA,DDA Balco Apartments,5 (Out of 7 Floors),Resale,Ready to Move,,"New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹2.75 Cr,3 ,3Beds,2Baths,2Balconies,,1250,Cooperative Group Housing Society,Mount Kailash,8 (Out of 11 Floors),Resale,Ready to Move,,"East Of Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹1.10 Cr,2 ,2Beds,2Baths,,,950,Sadar Co Operative Group Housing Society Ltd.,Sadar Aparment,3 (Out of 3 Floors),Resale,Ready to Move,,"New Delhi, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹1.25 Cr,2 ,2Beds,2Baths,1Balcony,,1000,Cooperative Group Housing Society,Gomti Apartment,Ground (Out of 3 Floors),Resale,Ready to Move,,"Gomti apartments, Kalkaji, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹6.99 Cr,3 ,3Beds,4Baths,2Balconies,1 Covered Parking,3600,,,3 (Out of 4 Floors),Resale,Ready to Move,,"Anand Lok, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut
₹4.50 Cr,3 ,3Beds,2Baths,2Balconies,,280sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Anand vihar, Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹1.63 Cr,3 ,3Beds,2Baths,2Balconies,,1450,,,1 (Out of 4 Floors),Resale,Ready to Move,,"DDA SFS Flats, Sec - 7, pocket - 1, Dwarka, new Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,
₹1.85 Cr,3 ,3Beds,2Baths,1Balcony,,"12,000",,,Ground (Out of 4 Floors),Resale,Ready to Move,,"0000., Mayur Vihar 2, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹90.0 Lac,2 ,2Beds,2Baths,1Balcony,,840,,RWA A4 Block,2 (Out of 3 Floors),Resale,Ready to Move,,"Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,,,
₹2.10 Cr,3 ,3Beds,3Baths,3Balconies,,1550,Cooperative Group Housing Society,Gitanjali Apartment,5 (Out of 7 Floors),Resale,Ready to Move,,"Agcr enclave, Karkardooma, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹1.50 Cr,2 ,2Beds,2Baths,2Balconies,,1100,Delhi Development Authority DDA,DDA Ganga Apartment Sector D Pocket 6,3 (Out of 8 Floors),Resale,Ready to Move,,"sector D-6, Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,,
₹2.60 Cr,3 ,3Beds,3Baths,2Balconies,,1550,Cooperative Group Housing Society,Mavilla Apartment,1 (Out of 7 Floors),Resale,Ready to Move,2,"Mayur Vihar Phase - 1, New Delhi - 92, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹1.65 Cr,2 ,2Beds,2Baths,1Balcony,,1450,,Gangotri Pocket C,2 (Out of 3 Floors),Resale,Ready to Move,,"Second Floor, Alaknanda, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,,
₹1.35 Cr,3 ,3Beds,2Baths,,,1100,Cooperative Group Housing Society,Shree Ganesh Apartments,2 (Out of 3 Floors),Resale,Ready to Move,,"Patparganj, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,,,
